ID,Title,"Report Year",Status,"Year Adopted","Date of Last Event",Level,State,County,County,Municipality,Type,Content,Citations
3501,"Wayne County",2025,"In effect",2023,2023,Local,OH,"Wayne County",39169,,Solar,"In July 2023, Wayne County commissioners unanimously voted to prohibit solar projects of 50 MW or larger in unincorporated parts of Wayne County pursuant to SB52. The commissioners stated that they expect continued discussion about large-scale solar in Wayne County going forward.","Wayne County, Ind., Zoning Ordinance § 54.76(D) (2019), https://www.co.wayne.in.us/web/dept/planpermits/WayneCountyZoningOrdinance2019-012.pdf; Mickey Shuey, Commissioners vote to limit wind farms in Wayne County, Indiana Economic Digest, Dec. 8, 2016, https://indianaeconomicdigest.net/MobileContent/Most-Recent/Wabash/Article/Commissioners-vote-to-limit-wind-farms-in-Wayne-County/31/238/86212."
3502,"Webster County",2025,"In effect",2023,2023,Local,IA,"Webster County",19187,,Wind,"In July 2023, the Webster County Board of Supervisors enacted an amended wind zoning ordinance that includes a 1-mile setback from incorporated towns and cities and a 1,800-foot setback from non-participating residences.","Webster County, Iowa, Amendment to the Webster County Code of Ordinances Title VI Chapter 1, An Ordinance Regulating Zoning in Webster County, Iowa (July 5, 2023), https://cms7files.revize.com/webstercountyia/document_center/Departments/Board%20of%20Supervisors/Ordinances/Ordinance%202023-07%20Wind.pdf; Kelby Wingert, ‘Striking balance’ Supervisors OK wind farm zoning ordinance amendment, MESSENGER, July 6, 2023, https://www.messengernews.net/news/local-news/2023/07/striking-balance/."
3503,"Wells County",2025,"In effect",2022,2022,Local,IN,"Wells County",18179,,Wind,"The Wells County Zoning Ordinance, last updated in November 2022, prohibits “large” wind energy conversion systems throughout the county. The ordinance defines “large” turbines as those with more than 100 KW of peak generation capacity.","Wells County, Ind., Zoning Ordinance, art. 9-15, 18 (Nov. 9, 2022), https://www.dropbox.com/s/ed77ef8erw1yiaf/Official%20-%20APCMEO%20WCZFMO%20WCSCO%20WCFDPO%20(11-09-2022).pdf?e=1&dl=0."
3504,"Wheeler County",2025,"In effect",2020,2020,Local,NE,"Wheeler County",31183,,Wind,"On October 28, 2020, the Wheeler County Commissioners voted to prohibit “Commercial/Utility Grade Wind Energy Systems.” On November 25, 2020, the county attorney informed the commissioners that their vote to completely prohibit utility-scale wind was unconstitutional and advised them to consider other restrictions. On December 9, 2020, the commissioners voted to require a 5-mile setback from any dwelling, to cap turbine height at 299 feet, and to require a distance of 0.5 miles between turbines.","Wheeler County, Neb., Board Minutes (Oct. 28, 2020), https://wheelercounty.ne.gov/posting_files/pdfs/board/minutes/2020/20201030_165254_board_minutes.pdf; Wheeler County, Neb., Board Minutes (Nov. 25, 2020), https://wheelercounty.ne.gov/posting_files/pdfs/board/minutes/2020/20201130_165320_board_minutes.pdf; Wheeler County, Neb., Board Minutes (Dec. 9, 2020), https://wheelercounty.ne.gov/posting_files/pdfs/board/minutes/2020/20201209_113245_board_minutes.pdf."
3505,"White River Township (Muskegon County)",2025,"In effect",2023,2024,Local,MI,"Muskegon County",26121,"White River Township",Solar,"In January 2023, White River Township adopted a 6-month moratorium on solar projects, prompting a lawsuit from the developer of a proposed 200-MW project who had already spent $1.6 million on the project. In 2024, the township adopted an ordinance that restricted renewable energy projects to an overlay district that consists of a single 600-acre contaminated brownfield parcel.","Intervening Appellees’ Brief on Appeal, Almer Charter Township v. Michigan Public Service Commission, Court of Appeals No. 373259,  Feb. 7, 2025, at 8, https://climate.law.columbia.edu/sites/climate.law.columbia.edu/files/content/Michigan%20Almer%20Charter%20Twp%20Briefs/2025.02.07%20Intervening%20Appellees'%20Brief%20on%20Appeal.pdf; Lynn Moore, Solar power developer sues township for failing to consider large project in West Michigan, M Live Michigan, Mar. 2, 2023, https://www.mlive.com/news/muskegon/2023/03/solar-power-developer-sues-township-for-failing-to-consider-large-project-in-west-michigan.html."
3506,"Whitley County",2025,"In effect",2016,2016,Local,IN,"Whitley County",18183,,Wind,"Whitley County requires setbacks from property lines equal to 6.5 times the height of the tower or 2,640 feet, whichever is greater.","Whitley County, Ind., Zoning Ordinance, ch. 5 WECS-02(E)(2), https://www.whitleygov.com/egov/documents/1439231634_83082.pdf (last visited Feb. 8, 2023); Christopher Stephens, Wind farm foe rezones to fight back, The Herald Bulletin, July 17, 2016, https://www.heraldbulletin.com/news/local_news/wind-farm-foe-rezones-to-fight-back/article_8d398421-ac87-5020-8c23-3a73eac099cd.html."
3507,"Winfield Township (Montcalm County)",2025,"In effect",2023,2023,Local,MI,"Montcalm County",26117,"Winfield Township",Solar|Wind,"Winfield Township adopted wind and solar ordinances in November 2023. The solar ordinance requires that photovoltaic and thermal panels be set back at least 300 feet from property lines and public rights-of-way, and requires that inverters and transformers be set back at least 500 feet from property lines and public rights-of-way. The wind ordinance requires that wind turbines not exceed 300 feet in height and be set back at least 1,640 feet from property lines and public rights-of-way. Noise from wind turbines cannot exceed 45 dBa, and shadow flicker is prohibited on all public rights-of-way and non-participating properties.","Winfield Township, Michigan, Ordinance No. 11-9-23-3 (Nov. 9, 2023), https://winfieldtownshipmi.gov/wp-content/uploads/2023/11/Commercial-Solar-Energy-1.pdf; Winfield Township, Michigan, Ordinance No. 11-9-32-2 (Nov. 9, 2023), https://winfieldtownshipmi.gov/wp-content/uploads/2023/11/Commercial-Wind-Energy-1.pdf."
3508,"Woodbury County",2025,"In effect",2022,2024,Local,IA,"Woodbury County",19193,,Solar|Wind,"On August 23, 2022, the Woodbury County Board of Supervisors adopted a new ordinance to increase the setback distance from wind turbines to occupied residences from 1,250 feet to 2,500 feet. This reduced the buildable acreage in the county from 177 to 1.7. The change is expected to kill MidAmerican Energy’s proposed Siouxland Wind Farm. On May 22, 2023, the Woodbury County Board of Supervisors again increased the setbacks from residential areas to 2 miles and imposed a 1-mile setback from conservation areas. In August 2023, Woodbury County supervisors further amended the zoning ordinance to disallow utility-scale solar energy systems in agricultural protection districts, allowing them only in general industrial districts. On October 1, 2024, the Woodbury County Board of Supervisors extended setback of wind turbines from farm homes and towns to 1 kilometer or 3,280 feet, equivalent to a setback of 5.45 times turbines height.","Connor Trett, Woodbury County Board of Supervisors Adopts Amendments to Wind Turbine Ordinance, KTIV, Oct. 1, 2024, https://www.ktiv.com/2024/10/02/woodbury-county-board-supervisors-adopts-amendments-wind-turbine-ordinance/; Woodbury County, Iowa, Ordinance No. 67 (Aug. 23, 2022), https://www.woodburycountyiowa.gov/files/county_ordinances/67_amending_portions_of_ordinance_56_modifying_section_61a_737.pdf; Kendall Crawford, Woodbury County Adopts an Ordinance to Limit Wind Energy, Iowa Public Radio, Aug. 24, 2022, https://www.iowapublicradio.org/environment/2022-08-24/woodbury-county-adopts-an-ordinance-to-limit-wind-energy; Woodbury County, Iowa, Ordinance No. 72 (May 23, 2023), https://www.woodburycountyiowa.gov/files/county_ordinances/72_ordinance_amending_portions_of_woodbury_county_ordinance_56_an_amendment_to_modify_section_61a_wind_turbines_set_back_requirements_to_increase_certain_235.pdf; Jonathan Mack, Woodbury County approves wind turbine ordinance, Siouxland Proud, May 23, 2023, https://www.siouxlandproud.com/news/local-news/woodbury-county-approves-wind-turbine-ordinance/; Woodbury County, Iowa, Ordinance No. 74 (August 8, 2023), https://www.woodburycountyiowa.gov/files/county_ordinances/74_ordinance_amending_text_of_zoning_ordinance_to_amend_portions_of_the_table_of_contents_section_3034_entitled_land_use_summary_table_of_allowed_uses_in_705.pdf; Laigha Anderson, Woodbury County Supervisors Approve Solar Ordinance, Siouxland Proud, Aug. 8, 2023, https://www.siouxlandproud.com/news/local-news/woodbury-county-supervisors-approve-solar-ordinance/."
3509,"Worcester County",2025,"In effect",2015,2015,Local,MD,"Worcester County",24047,,Wind,"Worcester County regulations provide that large wind energy conversion systems with a capacity greater than 100 kW are “not permitted in any district.”","Worcester County, M.D., Code § ZS 1-344(C)(1)(c) (June 15, 2015), https://dnr.maryland.gov/pprp/Documents/WorcesterZoningDocs.pdf."
3510,"Worth County",2025,"In effect",2021,2022,Local,IA,"Worth County",19195,,Wind,"In April 2021, the Worth County Board of Supervisors adopted a moratorium on wind energy development until July 2022, at the same time as the developer Invenergy was in the process of obtaining easements for a 30,000-acre wind farm. Worth County adopted new wind regulations in June 2022. These regulations established a setback requirement of the greater of 1,600 feet, 3.75 times turbine height, or manufacturer safety distances from property lines and buildings.","Worth County passes commercial wind moratorium, Albert Lea Tribune, April 13, 2021, https://www.albertleatribune.com/2021/04/worth-county-passes-commercial-wind-moratorium/; Jaci Smith, Worth County passes commercial wind moratorium, Gazette Globe, June 7, 2023, https://globegazette.com/news/local/govt-and-politics/worth-county-passes-commercial-wind-moratorium/article_736d9ad5-9ca1-5741-8427-8066185da943.html; Worth County, Iowa, Ordinance 209 (June 27, 2022), https://worthcountyiowa.gov/files/county_ordinances/2022.06.27_wind_ordinance_209.pdf."
3511,"Wright County",2025,"In effect",2021,2021,Local,MN,"Wright County",27171,,Solar,"In 2021, Wright County implemented a 1-year moratorium on 5-acre community solar gardens in agricultural areas. The county subsequently adopted new restrictions requiring a 1-mile separation between solar gardens.","Matt McKinney, Solar vs. scenery: Scandia solar panels show a tense debate, Star Tribune, Mar. 19, 2022, https://www.startribune.com/solar-garden-beauty-in-eye-of-beholder/600157619/."
3512,"Yakima County",2025,Expired,2022,2023,Local,WA,"Yakima County",53077,,Solar,"On July 26, 2022, Yakima County adopted a temporary moratorium on mid- and large-scale solar projects, which was extended on February 28, 2023, for another 6 months. In August 2023, the moratorium was extended again until February 15, 2024. <span style=""font-weight: 400;"">In January 2025, the moratorium was once again extended for another 6 months. </span>

<br style=""font-weight: 400;"" /><br style=""font-weight: 400;"" />","<span style=""font-weight: 400;"">Questen Inghram, Yakima County’s two-year ban on solar may continue, Washington State Standard, Jan. 9, 2025, https://washingtonstatestandard.com/2025/01/09/yakima-countys-two-year-ban-on-solar-may-continue/; John Franklin, Yakima County extends solar panel moratorium over water rights and wildfire risks, Kima TV, Jan. 29, 2025, https://kimatv.com/news/local/yakima-county-extends-solar-panel-moratorium-over-water-rights-and-wildfire-risks; Phil </span>Ferolito, Yakima County Commissioners extend moratorium on solar farms, Yakima Herald-Republic, Mar. 1, 2023, https://www.yakimaherald.com/news/local/yakima-county-commissioners-extend-moratorium-on-solar-farms/article_5585043c-b7c0-11ed-a2e2-e388a7e477af.html; Joel Donofrio, Yakima County Commissioners extend solar moratorium against, Yakima herald-republic, Aug. 16, 2023, https://www.yakimaherald.com/news/local/government/yakima-county-commissioners-extend-solar-moratorium-again/article_416a115a-3b9f-11ee-acd3-5b26ad259118.html."
3513,"2023-S 0684A, 2023-H 5853A",2025,"In effect",2023,2023,State,RI,,,,Solar,"In 2023, Rhode Island enacted a solar siting bill that increases the annual statewide cap on new Renewable Energy Growth developments from 40 MW to 300 MW per year but prohibits participating developers from developing solar farms in “core forests.” The law defines core forests as “unfragmented forest blocks of single or multiple parcels totaling two hundred fifty (250) acres or greater unbroken by development and at least twenty-five (25) yards from mapped roads.” Exceptions could be allowed for projects already underway or projects on “preferred sites” within core forests.","Rhode Island 2023-S 0684A, 2023-H 5853A; Press Release, State of Rhode Island General Assembly, Sen. DiMario/Rep. Speakman solar siting bill enacted (June 26, 2023), https://www.rilegislature.gov/pressrelease/_layouts/15/ril.pressrelease.inputform/DisplayForm.aspx?List=c8baae31-3c10-431c-8dcd-9dbbe21ce3e9&amp;ID=373842."
